InvoiceDate,StockCode,Description,Quantity,UnitPrice,line_total
"2011-09-21 10:40:00",23388,"WOODLAND MINI BACKPACK",4,4.15,16.60
"2011-09-21 10:40:00",23389,"SPACEBOY MINI RUCKSACK",4,4.15,16.60
"2011-09-21 10:40:00",23390,"DOLLY GIRL MINI RUCKSACK",4,4.15,16.60
"2011-09-21 10:40:00",23388,"WOODLAND MINI RUCKSACK ",4,4.15,16.60
"2011-09-30 12:58:00",22629,"SPACEBOY LUNCH BOX ",12,1.95,23.40
"2011-09-30 12:58:00",POST,POSTAGE,2,18.00,36.00
"2011-09-30 12:58:00",21559,"STRAWBERRY LUNCH BOX WITH CUTLERY",6,2.55,15.30
"2011-09-30 12:58:00",22352,"LUNCH BOX WITH CUTLERY RETROSPOT ",12,2.55,30.60
"2011-09-30 12:58:00",20750,"RED RETROSPOT MINI CASES",12,6.35,76.20
"2011-09-30 12:58:00",21156,"RETROSPOT CHILDRENS APRON",16,1.95,31.20
"2011-09-30 12:58:00",22539,"MINI JIGSAW DOLLY GIRL",24,0.42,10.08
"2011-09-30 12:58:00",22090,"PAPER BUNTING RETROSPOT",12,2.95,35.40
"2011-09-30 12:58:00",23298,"SPOTTY BUNTING",3,4.95,14.85
"2011-09-30 12:58:00",23298,"BUNTING , SPOTTY ",3,4.95,14.85
"2011-09-30 12:58:00",23389,"SPACEBOY MINI BACKPACK",4,4.15,16.60
"2011-09-30 12:58:00",23367,"SET 12 COLOUR PENCILS SPACEBOY ",16,0.65,10.40
"2011-09-30 12:58:00",23506,"MINI PLAYING CARDS SPACEBOY ",20,0.42,8.40
"2011-09-30 12:58:00",23368,"SET 12 COLOUR PENCILS DOLLY GIRL ",16,0.65,10.40
"2011-09-30 12:58:00",23509,"MINI PLAYING CARDS FUN FAIR ",20,0.42,8.40
"2011-09-30 12:58:00",23389,"SPACEBOY MINI RUCKSACK",4,4.15,16.60
"2011-10-12 14:46:00",POST,POSTAGE,1,18.00,18.00
"2011-10-12 14:46:00",22197,"SMALL POPCORN HOLDER",12,0.85,10.20
"2011-10-12 14:46:00",20724,"RED RETROSPOT CHARLOTTE BAG",24,0.85,20.40
"2011-10-12 14:46:00",22197,"POPCORN HOLDER",12,0.85,10.20
"2011-10-12 14:46:00",23389,"SPACEBOY MINI BACKPACK",32,4.15,132.80
"2011-10-12 14:46:00",23390,"DOLLY GIRL MINI BACKPACK",16,4.15,66.40
"2011-10-12 14:46:00",23388,"WOODLAND MINI BACKPACK",16,4.15,66.40
"2011-10-12 14:46:00",23389,"SPACEBOY MINI RUCKSACK",32,4.15,132.80
"2011-10-12 14:46:00",23390,"DOLLY GIRL MINI RUCKSACK",16,4.15,66.40
"2011-10-12 14:46:00",23388,"WOODLAND MINI RUCKSACK ",16,4.15,66.40
"2011-11-08 12:45:00",22326,"ROUND SNACK BOXES SET OF4 WOODLAND ",6,2.95,17.70
"2011-11-08 12:45:00",22492,"MINI PAINT SET VINTAGE ",108,0.65,70.20
"2011-11-08 12:45:00",22726,"ALARM CLOCK BAKELIKE GREEN",16,3.75,60.00
"2011-11-08 12:45:00",22727,"ALARM CLOCK BAKELIKE RED ",24,3.75,90.00
"2011-11-08 12:45:00",22728,"ALARM CLOCK BAKELIKE PINK",12,3.75,45.00
"2011-11-08 12:45:00",POST,POSTAGE,2,18.00,36.00
"2011-11-08 12:45:00",22083,"PAPER CHAIN KIT RETROSPOT",6,2.95,17.70
"2011-11-08 12:45:00",22197,"SMALL POPCORN HOLDER",24,0.85,20.40
"2011-11-08 12:45:00",22730,"ALARM CLOCK BAKELIKE IVORY",12,3.75,45.00
"2011-11-08 12:45:00",22417,"PACK OF 60 SPACEBOY CAKE CASES",24,0.55,13.20
"2011-11-08 12:45:00",22328,"ROUND SNACK BOXES SET OF 4 FRUITS ",12,2.95,35.40
"2011-11-08 12:45:00",21976,"PACK OF 60 MUSHROOM CAKE CASES",24,0.55,13.20
"2011-11-08 12:45:00",22951,"60 CAKE CASES DOLLY GIRL DESIGN",24,0.55,13.20
"2011-11-08 12:45:00",22555,"PLASTERS IN TIN STRONGMAN",24,1.65,39.60
"2011-11-08 12:45:00",21207,"SKULL AND CROSSBONES  GARLAND ",12,1.65,19.80
"2011-11-08 12:45:00",20724,"RED RETROSPOT CHARLOTTE BAG",20,0.85,17.00
"2011-11-08 12:45:00",22356,"CHARLOTTE BAG PINK POLKADOT",10,0.85,8.50
"2011-11-08 12:45:00",20719,"WOODLAND CHARLOTTE BAG",20,0.85,17.00
"2011-11-08 12:45:00",22636,"CHILDS BREAKFAST SET CIRCUS PARADE",4,8.50,34.00
"2011-11-08 12:45:00",23298,"SPOTTY BUNTING",9,4.95,44.55
"2011-11-08 12:45:00",23298,"BUNTING , SPOTTY ",9,4.95,44.55
"2011-11-08 12:45:00",22197,"POPCORN HOLDER",24,0.85,20.40
"2011-11-08 12:45:00",23445,"ICE CREAM BUBBLES",20,0.83,16.60
"2011-11-08 12:45:00",23367,"SET 12 COLOUR PENCILS SPACEBOY ",16,0.65,10.40
"2011-11-08 12:45:00",23480,"MINI LIGHTS WOODLAND MUSHROOMS",20,3.75,75.00
"2011-11-08 12:45:00",23570,"TRADITIONAL PICK UP STICKS GAME ",12,1.25,15.00
"2011-11-21 11:16:00",POST,POSTAGE,3,18.00,54.00
"2011-11-21 11:16:00",21094,"SET/6 RED SPOTTY PAPER PLATES",12,0.85,10.20
"2011-11-21 11:16:00",21212,"PACK OF 72 RETROSPOT CAKE CASES",24,0.55,13.20
"2011-11-21 11:16:00",21080,"SET/20 RED RETROSPOT PAPER NAPKINS ",12,0.85,10.20
"2011-11-21 11:16:00",21086,"SET/6 RED SPOTTY PAPER CUPS",12,0.65,7.80
"2011-11-21 11:16:00",22333,"RETROSPOT PARTY BAG + STICKER SET",16,1.65,26.40
"2011-11-21 11:16:00",21987,"PACK OF 6 SKULL PAPER CUPS",12,0.65,7.80
"2011-11-21 11:16:00",21988,"PACK OF 6 SKULL PAPER PLATES",12,0.85,10.20
"2011-11-21 11:16:00",21989,"PACK OF 20 SKULL PAPER NAPKINS",12,0.85,10.20
"2011-11-21 11:16:00",22332,"SKULLS PARTY BAG + STICKER SET",16,1.65,26.40
"2011-11-21 11:16:00",21680,"WOODLAND  STICKERS",24,0.85,20.40
"2011-11-21 11:16:00",22991,"GIRAFFE WOODEN RULER",12,1.95,23.40
"2011-11-21 11:16:00",23084,"RABBIT NIGHT LIGHT",48,1.79,85.92
"2011-11-21 11:16:00",23367,"SET 12 COLOUR PENCILS SPACEBOY ",16,0.65,10.40
"2011-11-21 11:16:00",23368,"SET 12 COLOUR PENCILS DOLLY GIRL ",16,0.65,10.40
"2011-11-21 11:16:00",23598,"PAPER BUNTING VINTAGE PARTY",24,2.95,70.80
"2011-12-07 08:07:00",22326,"ROUND SNACK BOXES SET OF4 WOODLAND ",12,2.95,35.40
"2011-12-07 08:07:00",22540,"MINI JIGSAW CIRCUS PARADE ",48,0.19,9.12
"2011-12-07 08:07:00",22544,"MINI JIGSAW SPACEBOY",48,0.19,9.12
"2011-12-07 08:07:00",22726,"ALARM CLOCK BAKELIKE GREEN",24,3.75,90.00
"2011-12-07 08:07:00",22728,"ALARM CLOCK BAKELIKE PINK",18,3.75,67.50
"2011-12-07 08:07:00",POST,POSTAGE,3,18.00,54.00
"2011-12-07 08:07:00",21559,"STRAWBERRY LUNCH BOX WITH CUTLERY",12,2.55,30.60
"2011-12-07 08:07:00",22352,"LUNCH BOX WITH CUTLERY RETROSPOT ",12,2.55,30.60
"2011-12-07 08:07:00",22367,"CHILDRENS APRON SPACEBOY DESIGN",8,1.95,15.60
"2011-12-07 08:07:00",22909,"SET OF 20 VINTAGE CHRISTMAS NAPKINS",12,0.85,10.20
"2011-12-07 08:07:00",21156,"RETROSPOT CHILDRENS APRON",8,1.95,15.60
"2011-12-07 08:07:00",22617,"BAKING SET SPACEBOY DESIGN",3,4.95,14.85
"2011-12-07 08:07:00",22613,"PACK OF 20 SPACEBOY NAPKINS",12,0.85,10.20
"2011-12-07 08:07:00",23298,"SPOTTY BUNTING",12,4.95,59.40
"2011-12-07 08:07:00",23298,"BUNTING , SPOTTY ",12,4.95,59.40
"2011-12-07 08:07:00",23084,"RABBIT NIGHT LIGHT",24,1.79,42.96
"2011-12-07 08:07:00",23388,"WOODLAND MINI BACKPACK",12,4.15,49.80
"2011-12-07 08:07:00",23515,"EMBROIDERED RIBBON REEL DAISY ",6,2.08,12.48
"2011-12-07 08:07:00",23388,"WOODLAND MINI RUCKSACK ",12,4.15,49.80
"2011-12-07 08:07:00",23480,"MINI LIGHTS WOODLAND MUSHROOMS",32,3.75,120.00
"2011-12-07 08:07:00",23562,"SET OF 6 RIBBONS PERFECTLY PRETTY  ",6,2.89,17.34
